worker_algorithm,cooling_delay,no_delay,queue_time_delay
fastest_worker_fair,-17.831929650540147,15.080893079820934,0.5012358574773988
least_loaded_fair,-14.437801559101677,10.957517342465687,3.219884809957696
network_optimal_fair,-14.127839483904818,12.304438995204078,-0.4028965505846212
random_worker,16.674034648474073,-13.217665555967008,-2.4541412263846705
rr_worker,30.17151609276397,-25.489003843194997,-0.9104729522257536
