job_algorithm,cooling_delay,no_delay,queue_time_delay
edf_job,0.36869907360840165,-0.02364132041704696,-0.13436621364286316
rr_job,-0.42180971641053894,-0.03752343704500613,0.31092670742983525
urgency_job,0.05507354109352844,0.06134152902239494,-0.17801264442577527
