primary_delay_stratus,sample_size,total_response_mean,total_response_std,total_response_cv,cv_reduction_absolute,cv_reduction_percentage
no_delay,85697,1.0239048158045205,0.23831468620976243,23.27508207122843,203.3753719815399,89.73084692527922
cooling_delay,7356,86.7341155519304,87.54686024767577,100.93705307372247,125.71340097904587,55.465761806847084
queue_time_delay,16515,1005.8961926127763,30.483680040676695,3.0304995947441173,223.6199544580242,98.66291924831593
