worker_algorithm,cooling_delay,no_delay,queue_time_delay
fastest_worker_fair,-1.6653694281188396,-0.9595623570007573,3.203085832059497
least_loaded_fair,-0.014395770384693245,-0.05173210409441598,0.1334425842510403
network_optimal_fair,-3.152817482732052,1.6716597691886181,-2.4287046015792804
random_worker,13.752674739861748,-3.8084207144007625,2.113246689840367
rr_worker,-9.665078554912194,3.2304750629162577,-2.833933917069556
