job_algorithm,cooling_delay,no_delay,queue_time_delay
edf_job,0.24280979821219215,-0.2779667535039967,0.15627687994789702
rr_job,-0.06960084606618475,0.34338333883944017,-0.6370956121716346
urgency_job,-0.17177192720141357,-0.06738112896378028,0.4824611319341958
